Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
330070,B0002D8MBY,A3TI4IUJNUDOQZ,Etta,1,1,1,1317254400,TOO MUCH VINEGAR FOR MY TASTE,I ordered this marinade but found that it was too vinegary; I was only able to use it bc I balanced it out with a sweet marinade i had in the fridge but I will not order it again; I'll just stick with using the paste like seasoning from walkerswood which has the balance of flavor that pleases my palate
437226,B0070Y8S08,A3DYZ1TZW6EF10,Erik M,0,0,1,1346112000,Didn't work for me,"I thought this would be great but I was very disappointed when I tried it the first time it was nowhere near the ""umph"" I get from only half of a 5hr energy.  So... I ramped up the dosage, or the snortage.  Hey, I felt something! But it wasn't enery.  It was my sinuses becoming pretty irritated and the dripping down the back of my throat.  Maybe this stuff works for other people but I sure won't buy it again and wouldn't recommend it either."
279620,B001I16ENM,A1KOH8RC8Q2MZP,Audrey,0,0,1,1341446400,My FAVORITE but WAYYYYY cheaper at Costco!!!!,"It's delicious however you can buy a 3 pack of the 32 oz. boxes for $7.95 at Costco!  Also, it's $4.95 for 1 at Starbucks!!!!  Why are they charging SOOOO much for these 3 boxes!  What a rip off...they should be ashamed for charging so much!!"
236231,B0018OJJZO,A32507BP3O8SQ,Ben Hamburger,6,24,1,1339632000,Yucky Goldfish,"I expected the fish to be swimming around in water when they arrived at my doorstep.  Instead, they were in a box!  Oh the humanity!  I put them into my fish tank, hoping they needed some water but they still didn't swim.  They just needed some water!  I am still trying to get them to breathe.  I am reading my Bible and praying religiously hoping they will rise from the dead.  Who would do such a thing?  Satan is at work here.  These fish were so cute and innocent!  They were probably used in shampoo-testing, I suspect because of the orange crumbs at the bottom of the box."
151997,B00141R0IO,A63JXWK9KGHK3,JP,2,2,1,1259107200,My dogs love 'em: update re dog sickness /made in China. Amazon should stop selling.,Updating my prior review from  2009 as my dog was very sick with a mystery illness last year with enlarged liver and kidney issues.  I was heartsick as he was so ill.  I spent several thousand dollars on vet care and testing.  It never dawned on me it could have been these chews -- I just realized that they were made in China and the brand is listed as one of those implicated according to this month's Whole Dog Journal.  Amazon should stop selling These until the manufacturer stops using their China plant.
309020,B001M0AL0G,A2OL5WLCNZVD9K,nonpareil,1,1,1,1335484800,Quaker having quality control problems?,"One of the raisins was too crunchy, not at all like a raisin, so I spit it out and examined it carefully. It was the remains of a very dead and dessicated fly. Until examined with a magnifying glass, it did visually resemble a raisin.<br /><br />One mistake in inspecting raisins doesn't condemn a company but while I thankfully haven't found another, I have frequently found dark-colored detritus in this and other flavors of Quaker Instant Oatmeal. I can't say what the dark stuff is, but when isolated and inspected, it disintegrates easily. I have come to the conclusion that this company is having quality control issues. Just my take on it based on direct experience."
89016,B000W642B0,A3H3U9C7C1SUUR,Christopher W. Weeks,6,8,1,1283385600,Looks bigger than actual size!,"I received this as a gift.  Company enclosed a receipt in box so I know how much the sender spent - had to hunt to see who it was from....plus once I saw the receipt, I realized they had paid $34 for less than $10 worth of candy.... all these candies can still be found in local stores.... gum was hard as a rock - taffy just about took my fillings out.  Really poorly done.  I will be passing this info on to the person that sent this to me.  Loved the idea of the gift -- just really bad quality."
274394,B001AC8JL4,A3KPZ3D8L1082E,"Elizabeth M. Veale ""eddy""",0,2,1,1335571200,lmfao WASTEFUL,these are at the dollar tree for less than a dollar you pll wasted ur money BIG TIME!!!!!!! PLUS THEY ARE NOT THAT SOUR
112600,B001FKWMJ6,A21MCMHHHIO3QT,J. shop,0,0,1,1266969600,AWFUL FRUIT SLICES WITH NO FLAVOR WHATSOEVER!!!,THESE ARE SOME OF THE WORST FRUIT SLICES CANDY I HAVE EVER EATEN IN MY LIFE!!! THESE HAVE NO FLAVOR WHATSOEVER.....LIKE EATING PASTE.CANDY FRUIT SLICES ARE SUPPOSED TO HAVE A STRONG FLAVOR.........THESE BARELY HAVE ANY FLAVOR AT ALL...........TRUELY HORRIBLE!!!
110834,B000F9FHDQ,A1RUH7HWL066W4,jak,2,3,1,1337731200,Poor quality!!!!!,This coffee taste like its been sitting in a warehouse 30 yrs ago! Do not buy! Ughhh!  I cannot even begin to tell ya..... A cheap no name brand taste better than this horrible bean!
302909,B0039KEQUI,A31FHDEU5LI4NV,MJ,1,6,1,1294790400,MJ,"I would love to try this product since it is not easy to find organic mashed potatoes, however, the product contains palm oil and i would rather drink trans-fat than ingest that stuff."
32200,B000FA15RW,A1H00FRAJUI093,"Dave Maran Munisamy ""DMM""",2,4,1,1260748800,New!!! Amazon.com sells biscuit crumbs.,I did not know that I was ordering biscuit crumbs. That is exactly what I received. Such a lousy product. It's Amazon's fault for shipping out expires products. Will NEVER order food from Amazon.com ever.
245153,B0029XDZKI,AFWINK7Q39QT3,K2,0,0,1,1318464000,Too weak,A waste of my money. Extremely weak; even if I do 2 K cups at a 4 oz cup. No flavor. What I ended upd doing was to purchase Extra Bold K Cups and use Stevia Clear Hazelnut drops.
295223,B000EGUYOC,A3CB7LBSYK84ZM,D. Spencer,0,0,1,1280620800,Not what they used to be.,"These were once my favorite Ms. Mays snack but , now they do not taste as great.  They used to be more generous with the amount of almonds in the mix and I remember them being more like a black sesame Brittle. I also  I made the mistake of ordering a whole case of these a couple of weeks ago as they are hard to find and to top it off I just looked at the BEST BEFORE date and they are expiring in 4 weeks.  Turns out I also  got a not so fresh batch. Thanks Ms. Mays."
254743,B007PA32L2,A1MJ33P2FHK691,"Daniel ""Danners""",4,4,1,1290038400,Nothing but perfumed coffee,"Other than the name and packaging, nothing about this product is pumpkin spice. It's weak coffee, at best, that tastes as if it is perfumed. I brewed one cup... what to do with the remaining 23?"
98426,B004GW6O9E,AX7TLYDU9O0I1,daveybobabey,0,0,1,1336694400,Bars were moldy!,"(NOTE: I purchased this box on July 8, 2012 -- not May 2012. Amazon must have used the date of a prior Larabar purchase.)<br /><br />I think Larabars are healthy; I've been eating them almost daily for years, but I like only a few flavors, and ginger snap is the best! But beware when they have a strange, sharp flavor (it tastes almost chemical to me)! This was the third box I have purchased that had this problem (out of about 8 boxes total). It always affects every bar in the box. I was able to get a refund for the first two boxes, but not this box from Amazon (I don't know why not), so I am going through the manufacturer (now General Mills), but it is not easy (I have to mail back all the wrappers I have).<br /><br />After finding mold on one of the bars, I had two of the bars tested by a food research company. I was told that the problem is the water content, the Aw, which was .717 on the moldy bar (from one lot) and .687 on the other bar (from a different lot), which tasted bad but had no visible mold (other bars in that box were later found to have mold as well). These bars still had more than 7 months before their expiration date.<br /><br />Here's a quote from the food researcher: ""Pathogens cannot survive below water activity (Aw) 0.86 so food borne illness is not a risk below this Aw. Between Aw 0.60 and 0.70 the microorganisms of concern are xerophilic molds and osmophilic yeasts...In summary, the Lara Bar labeled ""Bad"" had an Aw high enough to support growth of mold and yeast. The other Lara Bar sample also had fairly high Aw, high enough to support growth of mold & yeast. As a standard practice, we target an Aw of less than or equal to 0.60 for all shelf stable products (with pH >4.2) in order to avoid growth of all pathogens and spoilage organisms. All manufacturers should be targeting an Aw of &#8804;0.65 unless they are adding preservatives.""<br /><br />I don't know if I will give up on these bars yet, because when they do it right, they are really good!"
512153,B001R3CI7W,A11U6DQP3AP2JJ,"R. West ""eclectic reader""",0,1,1,1329523200,Pass It By!,"This stuff tastes horrible!  And that includes the cranberry pomegranate as well.  It tastes like Kool Aid with extra chemicals--really nasty.  I'm going back to Crystal Light, even knowing that the Sucralose in Totally Light is healthier than the aspartame in Crystal Light.  Somehow, Totally Light should get some clue from Crystal Light to come up with a better taste and ""mouth feel.""  Totally Light is just chemical and watery tasting."
144543,B001OKDYFI,A2RVQQBMG94F35,"Doveydiane ""Doveydiane""",0,0,1,1329868800,Bad- Made in China,"Dear Huggy Fuzzleton _ Thank you very much for your review regarding the FDA warning about pet food brought in from China.  I tried a bag of these and my dog loved them, however, I don't want to purchase again after hearing they are made or even packaged in China.  You just can't trust what you're getting... you just can't.  I love my dog and just don't want to take a chance on her getting sick or worse, so I'm very happy you wrote your review.  I'm sure I can find some treats that are healthy and good for her, that taste good and are made here in the USA.<br />Diane"
229107,B00015UC5M,AQ3GARNNX30V8,Emily K. Johnson,16,25,1,1296000000,Buyers BEWARE!,"I placed an order online with Barry Farms on December 29th.  Their website stated that orders would be processed and shipped within 48 hours or at most 7 days. After my initial order confirmation, I heard nothing from the company about when my order would be shipped. I emailed them to ask about my order on January 9th and was responded to on January 12th (14 days after my order was placed) stating that one of my items was back-ordered. Their website specifically states that they do not hold orders for back-ordered items. I then called the company and told them I needed the items (with or without the backordered items) no later than January 22nd.  They ensured me that it would arrive by then.  I received an email on January 18th informing me that my order had shipped without the backordered items and I would be receiving a refund for the missing items.  However, the package did not arrive on the 22nd as promised, forcing me to purchase the items elsewhere.  I then emailed the merchant and asked for a refund of the shipping charges since they do not accept returns.  I was refused, stating that since the error was with UPS, they were not at fault (even though their website says they ship within 7 days, which they did not, and do not hold for back-ordered items, which they did).  This is unacceptable behavior from any merchant.  I should have been able to return my items for a full refund or at minimum received a refund for the shipping charges.  Now I am out $28 for items I no longer need and cannot use."
272370,B003DA54JQ,A3VE26V99D6JN5,jailhousenurse,0,0,1,1350432000,Splinters & Dog Just Vomited Undigested Pieces,The aroma of the Hartz Smoked Pork Bone is just downright memorizing-even tempting the taste buds of humans. That's about the extent of the reasons I like this product. This splinters BADLY!! My 75 lb Dalmatian ate one last night @10pm and today @ 5pm he vomited shards of the bone (which was a lot) and everything else he ate that couldn't pass as a result of these bone fragments blocking the passageway of his intestines. Please do not purchase these bones for your dog! If you care enough about them; then find something else!
457308,B000ED7M3Q,A1QOTOVNAKD42Z,Ava,0,1,1,1323388800,Horrible taste,Grabanzo bean flour does not taste good in baking anything sweet or in my opinion anything else. I ended up throwing it away. It's interesting how our taste buds differ as I see some people like the taste of this and I can't imagine how it could possibly taste good.
533845,B0058OQ29G,A310EMV4FRLY4K,Purr,0,0,1,1343088000,"Love the salsa! Shipping and customer service, not so much.","This is the best salsa I have ever tasted. It is quite zesty without being hot. The product contains traces of milk, for the vegans who are curious. I ordered 6 bottles from Lizanosite and when they arrived, they were in a small, standard USPS box with 3 sheets of thin packaging paper separating the 6 bottles. The box was marked with about 10 fragile stickers, but not enough to provide extra protection for the product inside. Not suprisingly, one of the plastic bottles had leaked. I notified them immediately and included a photo of the box showing where the salsa had leaked into the cardboard. I had to wash all the bottles (the salsa is very sticky) and of course, dispose of the leaking one. They offered to refund my money, but could not replace the product. They said I could send them an e-mail with my NEXT order and they would add another bottle to my order. This, after I had told them that I would not be ordering from them again. I was not impressed. What a shame..."
462405,B00011RJU2,A292H4W0395T2X,Jeffrey Orr,0,0,1,1294876800,Absolutely horrible,"I fell in love with blood orange juice while in Italy in 2009.  The color of the juice and flavor were amazing.  I have been looking for this in the US and when I found this product on Amazon, I had to order it.  It arrived and when I opened it, I noticed the color was brown and not the deep red pictured on the product page.  When I tasted it, while not spoiled, it tasted more like really sour grapefruit juice than blood orange.  Maybe I got three bottles from an old batch (the juice was the same color in each of the bottles), but combined with the disappointing flavor, I'm tossing them in the trash.  Buyer beware."
31401,B000E5C20W,AZGY6QTDNO4C2,nickster,0,0,1,1310256000,not the ones in the picture,"the nerds it describes as Wonka Nerds, Apple-Watermelon and Lemonade-Wild Cherry are not the ones in the picture. i wanted the ones in the picture witch are wild cherry and watermellon but thats not what these are. the company that is selling them has the name of the product and the pictures mixed up."
555201,B005G2FCD2,ASIL34976R6KH,cmsmc,1,3,1,1345420800,Read about GMOs before purchasing this cereal,"This was one of my favorite cereals as a child.  Probably should have been a treat to have once in a while rather than breakfast if you consider many of the ingredients that have always been a part of this cereal.  However, since the mid-1990s, our food supply has contained progressively more and more genetically modified foods (unbenounced to the public), and this cereal more than likely contains a fair amount of something that is arguably much harder on our bodies than food colors and preservatives, genetically modified corn.  The U.S. produces and consumes the majority of GMOs worldwide.  Europe banned them from their food supply in 2001.  We do not hear much about them because many of the big U.S. food conglomerates such as General Mills do not source organic or non-gmo ingredients and they sponsor our media, t.v., newspapers and magazines.  Please read about GMOs, the studies that have been done, and the health risks for you and your family.  Here is a great article from Natural News:<br /><br />[...]"
158743,B001189I3A,A1UPIGPQF8TIOR,rahrie,0,0,1,1345852800,waste of money,purchased this because it was featured on Dr. Oz...i didn't find that it did anything of improvement for my under eye puffyness...
32583,B002NX6RZ4,A3TDUTGG4C51PQ,Angela Schmidt,0,1,1,1338249600,Only 1 Box!,"The picture of this product shows 3 boxes of rice.  I received the order today and there is only one box.  This means I paid $9 for one box of rice.  Insane!  Otherwise, it's a great product, and I highly recommend it for people wanting to make meals quickly."
62750,B000I1OLT2,A2FBD4FMS90Z,"Jason W. ""Jason""",4,11,1,1251676800,Does anyone else on Amazon know what green tea is supposed to taste like?,"Im not sure what everyone else on here thinks green tea is supposed to taste like, but this is not it. I go through about half a gallon of green tea a day, so Im always willing to try new flavors, brands, etc. This is the only one that I have had to literally choke down. This tea is bitter, but thats not the real reason its so bad. The taste is cheap, overpowering, and unpleasant.<br /><br />I think either Stash has its employees writing reviews, or amazonians are being suckered in by the snazzy/hip box and packets of this truly awful tea."
305855,B008BY7O9W,A34QMBOSM068W9,Loves to Listen,3,8,1,1305676800,Love this product but the price is rediculous,Don't buy this chocolate PB2 here. Go to Bell Plantation's site to get four jars for just a bit more. I can't believe the price from this seller. Shop around<br /><br />The product really is amazing. Two tablespoons of chocolate peanut butter for just 45 calories! It's a real treat! Creamy with good peanut and chocolate flavors. I like the chocolate PB2 better than the plain PB2.
77339,B002L3RVBA,AZAUNPH05V6ZR,Kiki,0,0,1,1335312000,Horrible,"These do not work on cake pops.  I cleaned them, but no. I wasted all this time making my Hello Kitty cake pops which are no ruined."
489063,B005K4Q1YA,A325TG4AZGLKOX,"R. Thakur ""RT21""",2,2,1,1334188800,Not sure what to do with remain 52 k-cups :(,"Didn't like the flavor or the taste at all...nothing close to any cappuccino I ever had. Totally disappointed and now I am not sure what to do with remaining 52 cups!<br />Don't waste money by buying bulk, try one first if you could get it."
190279,B004RDRWQ6,AM42M97HK3H89,orion,0,2,1,1323129600,Truly Disappointed,Bought a box of Neuhaus sommelier collection chocolates for a special occasion on a trip through Brussels Duty Free.  When I opened the box I discovered that there were two empty spots in the box!  My husband and I tried two different types of the remaining 14 and were terribly dissappointed in the taste of the chocolate as well.  If you want to purchase chocolates try Godiva!
38708,B00445TYHM,A2F20H7BY5TH09,GFThrifyFam,0,0,1,1297814400,Not Light,The coconut milk was NOT Light. I bought it because it was a case of light coconut milk but it is not.
489097,B005K4Q1YA,A1UQFVHBQJ2K8Z,Brenda,2,5,1,1325808000,Grove Square Cappuchino,"I found that Grove Square French Vanilla Cappuchino did not have any pleasant French vanilla or coffee smell. The taste was somewhat medicinal with a bitter aftertaste. Not returnable at Amazon since it is opened and after exchanging emails with the company, Sturm Foods, Inc.,  I learned they do not refund customers based on ""personal taste"". I would suggest staying with a brand you know and love and avoid this ""bargain"" item."
227796,B0033HPPIO,A3F7YO94SE3U83,Mark P. Lonabaugh,1,4,1,1298332800,Stay Away Unless You Like The Taste Of Bug Spray!!!,I don't know who does the taste testing for this company but none of their flavor coffee tastes anything like what they advertise. This product does not taste anything like a chocolate glaze donut. Taste more like bug spray.<br />Stay away
102969,B000FVDWU4,A2WNN1DQVL4LH5,Caddycat,0,2,1,1333670400,Pond water would taste better..,"Stale, tastless crap. Dont bother. The hassle to return is riduclous, you have to pay and it has to be thrown out anyway, Why put customer thru all this for cheap little item."
157919,B0017OS6QS,A1KGRAJLK2GHU1,Cherrybomb,0,1,1,1197936000,Smell great but taste...,I tried these mints and found the aroma to be wonderful. The taste however leaves something to be desired. I found it too much like eating something dunked in perfume. The aftertaste was also a bit unpleasant. Not something I will purchase again.
313102,B000LKU3K6,A3I5EONKU41MOD,Jennifer C. Jonquet,2,7,1,1283990400,HOLY BEEEEJEEEZUZ!!! YEEEECH!,"I eat meat and vegetarian foods , and prepare a wide variety of both....but just let me start out by saying , this stuff is flat out creepy!!! the texture is very slimy and not like jerky at all , and has like thick stringy veins in it....nothing like real meat jerky at all...very rubbery and hard to stomach...iam a big fan of stonewalls jerquee and will stick with that!!!  i just dont get trying to be all disgusting with the drippy sinewy veins that they are trying to win you over with??? even real meat jerky has a more palatable consistency."
50691,B003VMXZR4,A1J4WTKOU57PAP,Mike,2,2,1,1311206400,"thanks, but no thanks","I actually ordered the two other flavors, black bean and lime, and those were awful.  So I started to think maybe the ""plain"" would be fine.  Glad I came here to see all the previous reviews so I won't waste my money on these also.  Apparently these are just as bad as the other flavors and leave that slimy fat-like coating all over the roof of your mouth.  That, along with the artificial flavoring, is what I disliked about the two other flavors.  I wonder if the oatmeal bar product is good, but I can't eat gluten so I won't be trying that either.  So disappointing."
